"","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated"
"3325","20141202T000000",555000,4,1.75,2350,6200,1.5,0,4,7,1410,940,1946,0
"3326","20140924T000000",549900,5,3,3800,42316,1.5,0,4,9,3800,0,1984,0
"3327","20140610T000000",569000,5,3,3670,10583,1,0,NA,8,2060,1610,1952,0
"3328","20140716T000000",318500,4,2,1780,7350,1,0,5,7,900,880,1974,0
"3329","20140611T000000",487028,2,1.5,1295,1093,2,0,3,9,1105,190,2007,0
"3330","20141015T000000",240000,3,1,1350,7560,1,0,4,7,950,400,1959,0
"3331","20150202T000000",253000,3,2.25,1440,9806,1,0,3,7,1440,0,1965,0
"3332","20140831T000000",380000,5,1.75,1320,38125,1,0,4,7,1120,200,1947,0
"3333","20150406T000000",250000,2,0.75,700,16828,1,0,4,6,700,0,1958,0
"3334","20141010T000000",368500,2,1.75,2510,19141,2,0,3,9,2510,0,1977,0
"3335","20150211T000000",340000,3,1,3180,27586,1,0,3,8,1400,1780,1969,0
"3336","20150427T000000",4e+05,2,1,910,4000,1,0,3,7,910,0,NA,0
"3337","20140916T000000",835000,3,2,1570,4625,1.5,0,5,8,1570,0,1927,0
"3338","20141201T000000",299000,3,2.5,2450,7062,2,0,3,8,2450,0,1993,0
"3339","20141107T000000",1680000,6,2.25,4910,6600,2.5,0,5,10,3580,1330,1910,0
"3340","20140514T000000",265000,3,2,1570,5706,1,0,3,7,1570,0,1998,0
"3341","20141111T000000",437500,4,2.5,2680,7513,2,0,3,8,2680,0,1998,0
"3342","20140604T000000",865000,3,1.75,2090,4725,2,0,3,7,1610,480,1947,2013
"3343","20150311T000000",626000,3,2,2150,7200,1,0,3,8,2150,0,1988,0
"3344","20141028T000000",247300,2,2,1140,1118,2,0,3,7,1040,100,2009,0
"3345","20140623T000000",2080000,4,3.5,4230,20377,2,0,3,11,4230,0,1997,0
"3346","20141001T000000",425000,3,1,1790,6000,1.5,0,2,8,1790,0,1937,0
"3347","20140625T000000",905000,5,3.5,3100,10200,1,0,3,9,1660,1440,1970,0
"3348","20140827T000000",641250,3,2.5,2220,2550,3,0,3,10,2220,0,1990,0
"3349","20150331T000000",675000,4,2.5,2370,9679,2,0,3,8,2370,0,1984,0
"3350","20140613T000000",845000,4,2.75,4070,115434,2,0,3,9,4070,0,2002,0
"3351","20140907T000000",401500,4,1,1790,8400,1,0,4,7,1260,530,1954,0
"3352","20140923T000000",395000,3,2.5,1610,3755,2,0,3,7,1610,0,1987,0
"3353","20150306T000000",1100000,5,2.75,2830,18050,1,0,5,7,1630,1200,1958,0
"3354","20140529T000000",145000,3,1,1010,5490,1,0,3,6,1010,0,1954,0
"3355","20150416T000000",9e+05,3,1,1560,3825,1.5,0,3,8,1390,170,1930,0
"3356","20150112T000000",374500,3,1.5,1330,8636,1,0,4,7,1330,0,1968,0
"3357","20141118T000000",850000,4,2.25,2330,10451,2,0,4,8,2330,0,1965,0
"3358","20150425T000000",490000,3,1,960,5750,1,0,NA,7,960,0,1951,0
"3359","20150427T000000",304000,3,2.5,1710,6773,2,0,3,8,1710,0,1993,0
"3360","20140703T000000",4e+05,4,2.25,2230,7200,1,0,4,7,1300,930,1963,0
"3361","20141114T000000",454000,3,2,1700,10000,2,0,3,8,1700,0,1992,0
"3362","20141224T000000",160000,2,2,1040,4750,1,0,2,6,850,190,NA,0
"3363","20140708T000000",542000,3,1.75,1070,8030,1,0,3,7,1070,0,1966,2014
"3364","20140618T000000",403500,5,2.5,3600,17300,1,0,4,8,2410,1190,1968,0
"3365","20150316T000000",418000,4,2.5,2750,8471,2,0,3,7,2750,0,2003,0
"3366","20150326T000000",406000,4,1.5,1920,6000,2,0,3,7,1920,0,1951,0
"3367","20140923T000000",242500,3,2.25,1770,10000,1,0,3,7,1340,430,1978,0
"3368","20150407T000000",425000,4,2.5,2460,5440,2,0,3,9,2460,0,2003,0
"3369","20140515T000000",613000,4,2,1550,4815,1.5,0,3,7,1550,0,1909,0
"3370","20141230T000000",189000,3,2,1460,11481,1,0,2,7,1170,290,1995,0
"3371","20141030T000000",7e+05,4,2.25,2440,9450,1.5,0,3,7,2440,0,1947,2014
"3372","20140902T000000",750000,3,1,1640,6516,1.5,0,4,7,1440,200,1935,0
"3373","20140707T000000",494000,2,1,1290,4650,1,0,4,7,1290,0,1906,0
"3374","20140609T000000",7e+05,4,3,3150,7778,2,0,NA,9,3150,0,2000,0
"3375","20150403T000000",705000,2,2.5,2305,5580,1,0,3,8,2305,0,2007,0
"3376","20140522T000000",356000,2,1.75,1060,16470,1,0,3,7,1060,0,1977,0
"3377","20140522T000000",625000,3,1.75,2060,12558,1,0,4,7,1350,710,1984,0
"3378","20150312T000000",144975,2,1,900,7500,1,0,3,5,900,0,1940,0
"3379","20140728T000000",970000,4,4.5,3890,5906,2,0,3,11,3060,830,2004,0
"3380","20140606T000000",415000,3,1.75,1910,12596,1,0,3,7,1340,570,1977,0
"3381","20140505T000000",485000,4,3,2340,7048,1,0,4,8,1340,1000,1979,0
"3382","20141107T000000",799950,3,3,2900,11769,2,0,3,10,2900,0,1997,0
"3383","20150429T000000",783350,4,2.5,3290,35001,2,0,3,10,3290,0,1991,0
"3384","20141219T000000",430000,1,1,630,1362,1,0,3,7,630,0,1943,0
"3385","20141124T000000",2540000,5,4.75,5410,13431,2,0,4,10,5050,360,1941,0
"3386","20140618T000000",975000,4,2.5,4270,43386,1,0,3,10,2680,1590,1991,0
"3387","20150505T000000",950000,3,1.5,1700,8050,1,0,3,7,1130,570,1950,0
"3388","20140806T000000",350000,2,1,1430,8157,1.5,0,3,7,1150,280,1944,0
"3389","20141103T000000",637000,4,2.75,2850,7510,2,0,3,8,2850,0,2008,0
"3390","20150219T000000",895000,3,2,2160,105415,1,0,3,10,2160,0,1991,0
"3391","20141205T000000",579000,2,2,1760,7200,1,0,5,7,880,880,1946,0
"3392","20140624T000000",314900,4,1.75,2700,27072,1,0,3,7,1380,1320,1958,0
"3393","20150127T000000",122000,2,1,860,6000,1,0,3,6,860,0,1945,0
"3394","20140808T000000",405000,2,1,880,3000,1,0,5,7,880,0,1927,0
"3395","20140508T000000",553650,2,2.5,1360,1349,2,0,3,8,1050,310,1997,0
"3396","20150203T000000",369900,2,2.5,1770,1853,3,0,NA,8,1770,0,2007,0
"3397","20140528T000000",225000,3,2,2030,24829,1,0,4,7,1220,810,1979,0
"3398","20140527T000000",160000,2,1,1180,9350,1,0,3,6,1180,0,1918,0
"3399","20141009T000000",449500,4,2,2430,199940,1,0,3,8,1310,1120,1961,0
"3400","20140828T000000",650000,3,1,1300,8266,1,0,4,7,1300,0,1953,0
"3401","20140716T000000",542126,4,2.5,2360,43088,2,0,3,8,2360,0,1977,0
"3402","20140919T000000",309950,3,1.5,1200,15606,1,0,3,7,1200,0,1985,0
"3403","20141205T000000",115000,2,1,1000,16524,1,0,3,5,1000,0,1913,0
"3404","20141231T000000",221700,2,1.5,1556,20000,1,0,4,7,1556,0,1957,0
"3405","20150127T000000",726000,3,2.5,1890,3880,1.5,0,4,8,1460,430,1915,0
"3406","20141119T000000",515000,3,1.75,1810,5733,1,0,4,7,1010,800,1926,0
"3407","20140826T000000",756000,4,2.5,2730,10753,2,0,3,9,2730,0,NA,0
"3408","20140527T000000",1570000,4,3.75,3070,5850,2,0,5,9,2400,670,1927,0
"3409","20140521T000000",442000,4,2.25,2080,12007,1,0,4,8,1220,860,1979,0
"3410","20140702T000000",260000,4,2,1620,7992,2,0,4,7,1620,0,1975,0
"3411","20140910T000000",390000,2,1.75,1150,2723,1,0,4,7,770,380,1923,0
"3412","20140701T000000",459500,2,1,1250,3825,1,0,3,7,850,400,1929,0
"3413","20140930T000000",330000,3,1.5,1430,8000,1,0,5,7,1430,0,1948,0
"3414","20141103T000000",189000,2,1,790,7128,1,0,3,6,790,0,1944,0
"3415","20141211T000000",280000,3,1,1200,9322,1.5,0,4,7,1200,0,1954,0
"3416","20140505T000000",4e+05,2,1.75,2110,9519,1,0,2,7,2110,0,1948,0
"3417","20150325T000000",368000,4,2,3160,11193,1,0,5,6,2410,750,1942,0
"3418","20140609T000000",390000,4,1.75,2700,7875,1.5,0,4,8,2700,0,1968,0
"3419","20140930T000000",245000,2,1,820,7475,1,0,3,6,820,0,1945,0
"3420","20140806T000000",375000,4,2.5,1800,8432,1,0,4,7,1200,600,1960,0
"3421","20150130T000000",465000,5,1.5,NA,12491,1,0,3,6,1390,360,1961,0
"3422","20150312T000000",445000,3,2,1540,67953,1,0,3,7,1540,0,1997,0
"3423","20150305T000000",250000,3,1,1130,7800,1,0,3,7,1130,0,1952,0
"3424","20141003T000000",475500,3,1,1500,9416,1,0,4,8,1500,0,1952,0
"3425","20140804T000000",672324,2,1.75,1600,5795,1.5,0,3,8,1600,0,1940,0
"3426","20140623T000000",420000,3,2,1200,5029,1,0,3,6,880,320,1937,0
"3427","20141229T000000",515000,3,2,NA,5100,1.5,0,5,7,1690,0,1907,0
"3428","20141105T000000",732350,4,2.5,2270,7665,2,0,3,9,2270,0,1986,0
"3429","20140605T000000",297500,4,2.5,NA,5000,2,0,3,7,1910,0,2005,0
"3430","20141008T000000",475000,3,1.5,1640,2720,1.5,0,3,8,1640,0,1929,0
"3431","20150505T000000",414000,4,2.5,2120,6497,2,0,3,7,2120,0,2003,0
"3432","20140626T000000",357250,3,1.5,1400,8840,1,0,4,6,1400,0,1952,0
"3433","20141030T000000",289950,2,1,760,6000,1,0,NA,6,760,0,1950,0
"3434","20150505T000000",550000,3,1,1070,3713,1,0,4,6,1070,0,1917,0
"3435","20150423T000000",446000,3,1.75,1460,9998,1,0,3,7,960,500,1958,0
"3436","20141015T000000",279000,3,1.5,1280,16738,1.5,0,NA,5,1280,0,1932,0
"3437","20140821T000000",370000,3,2.25,1650,4859,2,0,3,7,1650,0,1988,0
"3438","20141017T000000",216000,3,2,1260,4125,1,0,3,6,1260,0,1998,0
"3439","20140621T000000",1100000,3,2.5,2200,20000,1,0,3,7,1400,800,1952,0
"3440","20141020T000000",1280000,4,2.5,3560,15450,1,0,5,8,2060,1500,1977,0
"3441","20150217T000000",355000,2,1.5,1140,2500,1,0,3,7,630,510,1988,0
"3442","20140911T000000",699000,4,2.5,2550,7312,2,0,3,9,2550,0,1988,0
"3443","20140902T000000",412000,3,2.5,1553,1991,3,0,3,8,1553,0,2014,0
"3444","20150205T000000",276000,2,1,1140,7200,1,0,3,6,1140,0,1923,1951
"3445","20140904T000000",1e+05,2,1,790,6426,1,0,3,6,790,0,1944,0
"3446","20140701T000000",955500,4,1.75,2130,5080,1.5,0,3,8,2130,0,1914,1993
"3447","20150329T000000",199000,3,1,1390,21262,1,0,3,7,1390,0,1958,0
"3448","20140625T000000",762000,4,3.5,4000,15253,2,0,3,9,4000,0,2007,0
"3449","20140506T000000",425000,4,2,1520,7983,1,0,5,7,1520,0,1967,0
"3450","20141104T000000",546000,2,1,1657,5031,2,0,3,7,1657,0,1910,0
"3451","20150420T000000",419600,3,1.75,1680,8460,1,0,3,7,1180,500,1976,0
"3452","20140623T000000",735000,4,2.25,2270,5102,1,0,5,8,1340,930,NA,0
"3453","20150422T000000",1230000,2,2.5,2470,609,3,0,3,11,1910,560,2011,0
"3454","20140707T000000",445000,2,2,1240,2500,2,0,3,7,1240,0,1985,0
"3455","20150106T000000",665000,3,2,1740,41275,1,0,3,8,1740,0,1974,1989
"3456","20150317T000000",1290000,5,3.5,4090,290980,1,0,3,11,2920,1170,2002,0
"3457","20141208T000000",508500,4,2.75,2520,12500,2,0,3,8,1720,800,1979,0
"3458","20141210T000000",345950,5,1,1340,11198,1.5,0,3,8,1340,0,1934,0
"3459","20150113T000000",207500,3,1,1640,9750,1,0,3,7,1640,0,1968,0
"3460","20141204T000000",1080000,4,2.5,3000,10920,1,0,4,8,1550,1450,1969,0
"3461","20141110T000000",640000,3,1,1210,3720,2,0,4,8,1210,0,1930,0
"3462","20150323T000000",329500,3,1,1810,13068,1,0,4,7,1360,450,1941,0
"3463","20141021T000000",460000,4,2.75,2200,9676,1,0,3,8,1500,700,1979,0
"3464","20140630T000000",1230000,3,1.75,2200,14630,1.5,0,3,8,2200,0,1948,2003
"3465","20141120T000000",805000,5,3,2350,6480,2,0,4,7,1650,700,1924,1962
"3466","20141218T000000",2e+05,3,1.5,1090,10454,1,0,3,6,1090,0,1963,0
"3467","20150217T000000",749700,3,1.75,2280,77972,1,0,3,8,1460,820,1977,0
"3468","20140805T000000",288000,0,1.5,1430,1650,3,0,3,7,1430,0,1999,0
"3469","20141215T000000",535000,2,1,1520,3360,1,0,4,7,830,690,1927,0
"3470","20141028T000000",330000,3,2.25,1620,7150,1,0,4,7,1280,340,1950,0
"3471","20140730T000000",479200,3,2,1510,3750,1.5,0,4,7,1510,0,1928,0
"3472","20140513T000000",373000,5,2.5,3001,5710,2,0,3,8,3001,0,2006,0
"3473","20150319T000000",355000,4,1.5,2020,6000,1,0,4,7,1010,1010,1953,0
"3474","20140602T000000",275000,3,2,1380,4500,1,0,3,7,1380,0,2008,0
"3475","20140620T000000",380000,3,1.5,1520,4288,1,0,3,7,1020,500,1949,0
"3476","20150209T000000",417000,2,1.75,1090,4590,1,0,4,7,790,300,1915,0
"3477","20141021T000000",1170000,5,3.75,4220,15959,2,0,3,11,4220,0,2004,0
"3478","20140926T000000",598500,3,2.25,2520,12000,1,0,3,10,2520,0,1978,0
"3479","20140602T000000",629000,3,2,1760,5000,1,0,5,7,960,800,1920,0
"3480","20141009T000000",226950,2,1,930,6600,1,0,3,6,930,0,1957,0
"3481","20141231T000000",1230000,4,2.5,2600,11542,1.5,0,4,9,2200,400,1939,0
"3482","20150203T000000",415000,3,2.25,2180,11100,1,0,5,8,1700,480,1979,0
"3483","20150422T000000",595000,3,2.5,1910,3075,2,0,3,8,1910,0,2001,0
"3484","20141028T000000",209950,3,1.75,1100,5525,1,0,5,6,1100,0,1968,0
"3485","20150507T000000",568000,3,1.75,1760,235224,1,0,3,7,1760,0,1973,0
"3486","20141021T000000",119900,2,1,700,3180,1,0,3,6,480,220,1951,0
"3487","20140826T000000",207000,3,1,1080,10200,1,0,4,7,1080,0,1962,0
"3488","20141215T000000",195000,3,1,NA,22489,1,0,3,7,1070,0,1967,0
"3489","20140624T000000",324950,3,1.5,1460,8710,1,0,3,7,1460,0,1955,0
"3490","20141222T000000",210000,1,1,1050,7583,1,0,4,6,1050,0,1947,0
"3491","20150425T000000",1080000,4,2.75,3160,42733,2,0,3,9,3160,0,1995,0
"3492","20141204T000000",325088,4,1,1400,6739,1,0,3,7,1000,400,1954,0
"3493","20150116T000000",790000,4,3,3120,157875,2,0,4,8,3120,0,1977,0
"3494","20141125T000000",150000,2,1,720,212137,1,0,3,5,720,0,1982,0
"3495","20141030T000000",790000,3,3,2840,206910,2,0,3,10,2840,0,1999,0
"3496","20140512T000000",255000,2,1,1220,2500,1,0,3,6,770,450,1910,0
"3497","20141107T000000",697000,4,3,2820,2850,1.5,0,5,7,1860,960,1928,0
"3498","20141104T000000",457500,2,1,840,5000,1,0,4,7,840,0,1908,0
"3499","20140519T000000",690000,3,2,1610,5100,1.5,0,5,8,1610,0,1940,0
"3500","20150311T000000",967000,4,3.25,1860,4356,2,0,3,9,1860,0,1917,2005
"3501","20150429T000000",980000,4,1.75,2260,17711,1,0,4,9,2260,0,1968,0
"3502","20140521T000000",619420,4,2.75,2450,14803,2,0,4,9,2450,0,1988,0
"3503","20141013T000000",389000,2,1,850,3276,1,0,3,6,850,0,1910,0
"3504","20141210T000000",5e+05,3,1,1800,7200,1,0,3,7,1020,780,1964,0
"3505","20140926T000000",569000,4,1.75,1230,7890,1,0,4,7,1090,140,1950,0
"3506","20140728T000000",425000,4,2.25,2060,8540,1,0,4,7,1540,520,1967,0
"3507","20140521T000000",635000,4,2.25,2750,6180,1,0,4,8,1500,1250,1948,0
"3508","20140519T000000",256500,2,1,1120,9912,1,0,4,6,1120,0,1980,0
"3509","20150123T000000",695000,4,2.5,3010,11393,2,0,3,8,3010,0,2005,0
"3510","20140730T000000",535000,4,1.5,1580,5000,1.5,0,3,7,1390,190,1945,0
"3511","20150410T000000",454200,4,2.5,2630,5379,2,0,3,8,2630,0,2004,0
"3512","20150123T000000",418500,2,1,790,5800,1,0,3,6,790,0,1943,0
"3513","20140605T000000",749950,4,2.75,3110,35235,2,0,4,9,3110,0,1983,0
"3514","20141019T000000",338500,3,1.75,NA,5489,1,0,3,8,1370,760,1999,0
"3515","20140722T000000",1250000,4,3.75,4520,9240,1.5,0,3,10,3270,1250,1992,0
"3516","20140711T000000",299950,3,2.5,1600,9830,2,0,NA,8,1600,0,1993,0
"3517","20140731T000000",325000,4,1.75,1950,12500,1,0,3,7,1330,620,NA,0
"3518","20140826T000000",434000,4,3,2010,8171,2,0,3,8,2010,0,1973,0
"3519","20140701T000000",328950,4,1.75,2550,8976,1,0,5,7,1300,1250,1978,0
"3520","20140519T000000",2100000,5,3.75,5340,10655,2.5,0,4,10,3740,1600,1912,0
"3521","20150429T000000",570000,4,2,2000,46902,2,0,3,8,2000,0,1978,0
"3522","20140916T000000",802000,3,2.25,2170,5001,2,0,3,8,2170,0,2014,0
"3523","20141024T000000",525000,3,1,1550,6840,1.5,0,3,7,1550,0,1918,0
"3524","20150202T000000",7e+05,6,3,NA,4550,2.5,0,4,8,2790,0,1907,0
"3525","20150319T000000",350000,3,1.75,1980,273556,1,0,3,6,1040,940,1956,1999
"3526","20150218T000000",277500,2,1.5,1190,1236,3,0,3,7,1190,0,2005,0
"3527","20140512T000000",1580000,5,2.75,3650,20150,1,0,4,10,2360,1290,1975,0
"3528","20140919T000000",195000,3,1,1510,4350,1.5,0,5,6,1510,0,1913,0
"3529","20140821T000000",222000,3,2,1200,6074,1,0,3,7,1200,0,1968,0
"3530","20150416T000000",865000,5,3,2830,8854,1,0,4,8,1500,1330,1979,0
"3531","20140509T000000",445000,4,2,1650,6000,1,0,5,7,1000,650,1959,0
"3532","20141209T000000",495800,4,1.5,1710,4600,1.5,0,3,7,1710,0,1924,0
"3533","20150403T000000",548500,3,1,1740,4400,1.5,0,3,7,1740,0,1924,0
"3534","20140507T000000",310000,3,1.75,1840,10723,1,0,4,7,1220,620,1974,0
"3535","20140711T000000",205000,3,1.5,1820,8585,1,0,4,7,1820,0,1962,0
"3536","20140910T000000",470000,5,3.75,3860,6901,2,0,3,7,3860,0,2003,0
"3537","20150423T000000",430000,3,1.5,1810,349351,1.5,0,3,7,1810,0,2002,0
"3538","20150501T000000",310000,2,2,1030,2271,3,0,3,7,1030,0,1999,0
"3539","20150325T000000",355000,4,1,1410,7693,1.5,0,4,7,1410,0,1953,0
"3540","20150127T000000",621500,5,2.5,2140,15950,1,0,4,8,1370,770,1968,0
"3541","20140610T000000",175000,6,1.5,1930,8400,1,0,3,7,1030,900,1971,0
"3542","20150107T000000",326000,6,1.5,1930,8400,1,0,3,7,1030,900,1971,0
"3543","20140912T000000",690000,4,3.5,1930,5400,1.5,0,3,7,1930,0,1920,0
"3544","20140819T000000",335000,4,2.5,2210,7214,2,0,3,8,2210,0,2003,0
"3545","20150224T000000",197000,4,1,1360,11175,1,0,NA,7,1360,0,1961,0
"3546","20140703T000000",312500,3,1.75,1830,7969,1,0,NA,7,930,900,1950,2008
"3547","20141029T000000",436000,3,2.25,2120,6710,1,0,5,7,1420,700,1959,0
"3548","20141001T000000",1020000,4,2.5,2700,4590,2,0,3,8,2700,0,2002,0
"3549","20140826T000000",805000,4,2.5,3160,35225,2,0,3,9,2250,910,1992,0
"3550","20150105T000000",652427,4,2.25,2770,13129,2,0,4,8,2770,0,1979,0
"3551","20141018T000000",1010000,3,2.5,2240,41339,1,0,4,9,2240,0,1945,1992
"3552","20141106T000000",355000,4,2.5,2570,6466,2,0,3,9,2570,0,1999,0
"3553","20140729T000000",334550,2,1,880,12000,1,0,3,7,880,0,1939,0
"3554","20140708T000000",557500,3,2.25,1820,9670,2,0,3,8,1820,0,1984,0
"3555","20141103T000000",277500,4,2.25,1660,7184,1,0,3,7,1110,550,1963,0
"3556","20140707T000000",3e+05,4,3,2200,10800,1,0,NA,6,2200,0,1960,0
"3557","20150225T000000",325000,4,1,1640,3844,1.5,0,4,7,1460,180,1928,0
"3558","20150319T000000",402500,4,2,1650,3504,1,0,3,7,760,890,1951,2013
"3559","20140820T000000",461000,3,1.75,1420,5170,1,0,4,7,1420,0,1963,0
"3560","20150327T000000",540000,3,1,NA,3840,1.5,0,3,7,1270,0,1926,0
"3561","20150316T000000",385000,3,1,1070,4000,1,0,4,7,1070,0,1971,0
"3562","20140708T000000",480000,2,1,1060,3040,1,0,3,7,860,200,1924,0
"3563","20140609T000000",539950,3,2.25,2190,7149,1,0,4,8,1240,950,1963,0
"3564","20140718T000000",529000,3,2.25,1940,217800,2,0,3,9,1940,0,1990,0
"3565","20140820T000000",417000,3,2.5,1300,877,2,0,3,7,1060,240,2008,0
"3566","20150217T000000",405000,3,1.5,1330,12500,1,0,3,7,1330,0,1966,0
"3567","20140723T000000",299000,3,2.25,1940,9100,1,0,4,8,1630,310,1966,0
"3568","20140813T000000",299000,3,1.75,2100,15480,1,0,NA,7,2100,0,1983,0
"3569","20140514T000000",372220,3,1,1290,5500,1,0,3,7,980,310,1951,0
"3570","20140522T000000",494400,2,1.75,1560,1750,1,0,4,6,780,780,1904,0
"3571","20140924T000000",280000,3,1.75,2630,6500,1,0,3,7,1330,1300,1958,0
"3572","20141121T000000",277950,3,2.5,2100,6021,2,0,3,7,2100,0,1992,0
"3573","20141219T000000",770000,3,2.75,2070,54557,2,0,3,8,2070,0,1996,0
"3574","20141008T000000",760000,4,2.5,2960,28005,2,0,3,10,2960,0,1989,0
"3575","20150126T000000",230000,2,2,1300,3608,1,0,3,7,1300,0,2004,0
"3576","20141002T000000",525000,4,2.5,2520,7731,2,0,3,9,2520,0,1994,0
"3577","20140701T000000",307000,3,1,1150,6000,1.5,0,3,7,1150,0,1927,0
"3578","20140618T000000",253779,4,2,2030,9600,1.5,0,3,6,1430,600,1947,0
"3579","20140617T000000",405000,3,1.5,1880,7400,1,0,3,8,1480,400,1968,0
"3580","20150312T000000",360000,2,1,2320,11250,2,0,4,6,2320,0,1942,0
"3581","20150511T000000",521000,2,1,1050,7500,1.5,0,4,6,1050,0,1910,0
"3582","20140926T000000",680000,4,2.5,3030,13068,2,0,3,9,3030,0,1978,0
"3583","20141203T000000",355000,1,0.75,530,33278,1,0,4,4,530,0,1950,0
"3584","20140623T000000",2e+05,3,1.5,1090,9600,1,0,4,7,1090,0,1968,0
"3585","20140708T000000",330000,3,2.25,2220,4060,1,0,3,7,1330,890,1993,0
"3586","20140812T000000",221000,3,2.25,1430,5999,2,0,3,7,1430,0,1987,0
"3587","20150204T000000",1600000,4,4.5,NA,6000,2,0,4,11,2770,1010,1910,1977
"3588","20140723T000000",310000,2,1,1560,4920,1,0,4,6,780,780,1947,0
"3589","20150409T000000",862000,4,2.25,2220,4200,1.5,0,5,8,1310,910,1932,0
"3590","20140619T000000",2e+05,3,1.5,1140,8340,1,0,3,7,1140,0,1960,0
"3591","20140930T000000",630000,4,2.5,2540,11100,1,0,5,7,2540,0,1957,0
"3592","20150320T000000",432250,3,2.25,1440,6232,2,0,3,7,1440,0,1985,0
"3593","20150123T000000",478000,3,2.25,1570,9500,1,0,4,7,1070,500,1977,0
"3594","20140723T000000",249000,4,2.25,1860,9576,1,0,3,7,1400,460,1962,0
"3595","20140605T000000",495000,5,3,2440,4750,1,0,3,9,1450,990,2006,0
"3596","20141113T000000",630000,4,2.5,2100,8800,1,0,4,7,1240,860,1960,0
"3597","20140626T000000",550000,4,2.5,2150,27540,2,0,3,8,2150,0,1997,0
"3598","20140919T000000",350000,3,2.5,2440,18674,2,0,4,8,2440,0,1994,0
"3599","20141202T000000",270000,5,1.5,1930,7480,2,0,3,7,1930,0,1966,0
"3600","20141007T000000",488250,4,2,1830,9610,1,0,3,7,1830,0,1963,0
"3601","20140516T000000",248000,4,3.5,1850,6519,2,0,3,7,1130,720,1986,0
"3602","20140814T000000",889000,4,3.5,3210,5000,3,0,3,9,3210,0,2014,0
"3603","20140827T000000",375000,1,1,1090,5250,1,0,3,6,980,110,1927,0
"3604","20141126T000000",933000,3,1.5,1870,3300,2,0,3,7,1870,0,1906,0
"3605","20150102T000000",625000,3,2.25,1920,8412,1,0,3,8,1460,460,1977,0
"3606","20140728T000000",328000,2,1,700,4350,1,0,3,6,700,0,1943,0
"3607","20140718T000000",470000,4,2.25,3380,9900,1,0,4,8,1690,1690,1969,0
"3608","20150213T000000",502500,5,2.5,2430,6168,2,0,3,8,2430,0,2007,0
"3609","20150407T000000",484000,3,1.75,1950,17400,1,0,3,7,1210,740,1976,0
"3610","20140807T000000",252500,2,1,900,7500,1,0,4,6,900,0,1961,0
"3611","20140821T000000",610000,3,2.5,2060,8893,2,0,3,8,2060,0,1987,0
"3612","20140725T000000",419000,4,2,2180,10447,1,0,4,8,1280,900,1969,0
"3613","20140717T000000",322500,4,2.25,2140,9377,2,0,4,8,2140,0,1986,0
"3614","20150106T000000",563000,6,1,1730,2760,1.5,0,3,7,1250,480,1918,0
"3615","20150324T000000",464000,4,2.5,3140,12591,2,0,3,9,3140,0,1993,0
"3616","20140617T000000",870000,4,4.25,3010,4887,2,0,4,10,1940,1070,1951,1996
"3617","20150203T000000",280000,2,1.5,800,1196,2,0,3,8,800,0,2003,0
"3618","20140912T000000",850000,3,2.5,3300,11570,2,0,3,9,3300,0,1994,0
"3619","20141022T000000",458950,2,1,1530,4370,1,0,3,7,1130,400,1946,0
"3620","20150422T000000",122000,2,1,760,5280,1,0,3,6,760,0,1946,0
"3621","20140513T000000",525000,5,3,2450,4591,2,0,3,7,2450,0,1994,0
"3622","20140716T000000",286300,2,1,1000,31838,1,0,3,7,1000,0,1962,0
"3623","20140718T000000",218450,2,1,840,7425,1,0,4,6,840,0,1952,0
"3624","20140905T000000",525000,3,1.5,1380,4290,1,0,3,7,1080,300,1955,0
"3625","20141222T000000",650000,3,1.5,1380,4290,1,0,3,7,1080,300,1955,0
"3626","20140625T000000",356000,4,2,2020,48693,1.5,0,3,7,2020,0,1949,0
"3627","20140529T000000",436500,2,1,1260,5000,1,0,3,7,1040,220,1951,0
"3628","20140807T000000",410000,3,1.75,1440,7112,1,0,3,7,1180,260,1979,0
"3629","20140911T000000",512500,4,1.75,1540,8311,1,0,4,7,1540,0,1950,0
"3630","20140818T000000",510000,4,1,1060,7200,1,0,3,6,880,180,1925,0
"3631","20140918T000000",566000,4,1.75,1900,10297,1,0,4,8,1900,0,1966,0
"3632","20140910T000000",525000,3,1.75,2870,26500,1.5,0,3,8,2870,0,1948,1981
"3633","20140807T000000",435000,3,1,1050,5500,1,0,3,6,930,120,1920,0
"3634","20141231T000000",406500,3,2.75,1840,68479,1,0,3,8,1340,500,1989,0
"3635","20141007T000000",550000,5,2.75,3000,9473,1,0,3,8,1500,1500,1966,0
"3636","20150226T000000",251000,3,2,1200,10212,1.5,0,NA,6,1200,0,1949,0
"3637","20141211T000000",830000,3,1.5,1840,10125,1,0,4,8,1220,620,1959,0
"3638","20150414T000000",803000,4,2.5,2790,7673,2,0,3,9,2790,0,1989,0
"3639","20150407T000000",206000,3,1,970,9360,1,0,4,5,970,0,1942,0
"3640","20140730T000000",2e+05,4,1,1070,7467,1.5,0,3,7,1070,0,1944,0
"3641","20140506T000000",219000,2,1,900,5160,1,0,3,6,900,0,1952,0
"3642","20140905T000000",777000,4,4,2680,6000,1,0,3,7,1380,1300,1962,2014
"3643","20150218T000000",593700,3,2.5,2000,22000,2,0,3,8,2000,0,1979,0
